帧号(Frame),时间(s)(Time),像素位移X(PixelX),像素位移Y(PixelY),物理位移y(m)(PhysicalY),瞬时速度v(m/s)(Velocity),加速度a(m/s^2)(Acceleration),瞬时动能Ek(J),瞬时势能Ep(J),机械能E(J)
1,0.0,0.0,0.0,-0.11917406615429522,-0.07848362849631196,4.762540456367681,0.0004619759956460333,7.525185877246813,7.525647853242459
2,0.004166666666666667,0.0,0.0,-0.11950108127302986,-0.06856166921221263,4.762540456367681,0.00035255268638736487,7.525666589471354,7.526019142157741
3,0.008333333333333333,0.0,0.0,-0.11974541339773033,-0.049704404884639564,4.28894642086739,0.0001852895898702136,7.526025757694663,7.526211047284534
4,0.0125,0.0,0.0,-0.11991528464706852,-0.033084128257968026,3.688786359934948,8.209196569422588e-05,7.526275468431191,7.526357560396885
5,0.016666666666666666,0.0,0.0,-0.12002111446654673,-0.019155496584707943,2.996956843229892,2.7519978705506824e-05,7.526431038265823,7.526458558244529
6,0.020833333333333332,0.0,0.0,-0.12007491378527442,-0.008220443653971787,2.2518685635234625,5.068177040109377e-06,7.526510123264353,7.526515191441393
7,0.025,0.0,0.0,-0.12008961816366316,-0.00041749697236026506,1.4935458436500682,1.3072779144749094e-08,7.526531738700585,7.526531751773364
8,0.029166666666666667,0.0,0.0,-0.12007839292671076,0.004280858805903454,0.7616649299165168,1.3744314087060855e-06,7.526515237602265,7.5265166120336735
9,0.03333333333333333,0.0,0.0,-0.12005394434028063,0.006062716098470533,0.09362657051568135,2.7567394867990317e-06,7.526479298180212,7.526482054919699
10,0.0375,0.0,0.0,-0.12002787029255683,0.005263514029681393,-0.4772435635344685,2.0778434955489643e-06,7.526440969330058,7.5264430471735535
11,0.041666666666666664,0.0,0.0,-0.12001008172336662,0.0023457575199564706,-0.9232795611334943,4.1269337568242484e-07,7.526414820133349,7.526415232826724
12,0.04583333333333333,0.0,0.0,-0.12000832231322386,-0.002127259818827665,-1.2237687614828907,3.3939257525990316e-07,7.526412233800439,7.5264125731930145
13,0.05,0.0,0.0,-0.12002780888852352,-0.007522386924603275,-1.3658922492894021,4.2439728782581735e-06,7.526440879066129,7.526445123039007
14,0.05416666666666667,0.0,0.0,-0.12007100887092889,-0.0131706376054741,-1.3452680775285941,1.300992712010464e-05,7.526504383040265,7.526517392967386
15,0.058333333333333334,0.0,0.0,-0.12013756420190247,-0.018402597439662327,-1.1660726428817547,2.539916943946998e-05,7.526602219376796,7.526627618546236
16,0.0625,0.0,0.0,-0.12022436384959274,-0.022583449928959554,-0.840736551980914,3.8250915802036745e-05,7.526729814858901,7.526768065774703
17,0.06666666666666667,0.0,0.0,-0.12032575961797713,-0.0251458852645825,-0.389232409118101,4.742366593046605e-05,7.526878866638426,7.526926290304356
18,0.07083333333333333,0.0,0.0,-0.12043391289346426,-0.02561926983235263,0.16200781658843866,4.922602400571702e-05,7.527037851953392,7.527087077977398
19,0.075,0.0,0.0,-0.12053925353324674,-0.023653649729933335,0.7814898325728237,4.196213591597815e-05,7.527192702693872,7.5272346648297885
20,0.07916666666666666,0.0,0.0,-0.12063102664121371,-0.01903742737036751,1.4342969000187722,2.7181773066151353e-05,7.527327609162584,7.52735479093565
21,0.08333333333333333,0.0,0.0,-0.12069789876133313,-0.011707873425391702,2.083888993569616,1.0280572510874491e-05,7.52742591117916,7.52743619175167
22,0.0875,0.0,0.0,-0.12072859225309197,-0.0017540007258753931,2.693969902198212,2.3073889097785545e-07,7.527471030612045,7.527471261350936
23,0.09166666666666666,0.0,0.0,-0.12071251543404876,0.010588286030378535,3.2303277408036735,8.408385079583192e-06,7.527447397688051,7.527455806073131
24,0.09583333333333333,0.0,0.0,-0.12064035653617215,0.024948460344487167,3.6625559299684696,4.6681925517033654e-05,7.527341324108173,7.52738800603369
25,0.1,0.0,0.0,-0.1205046115978447,0.04084038520862476,3.9655680048175768,0.0001250952797991642,7.527141779048831,7.52726687432863
26,0.10416666666666667,0.0,0.0,-0.12030001999276695,0.05768704841131511,4.1208303324737905,0.000249584666580706,7.526841029389367,7.527090614055948
27,0.10833333333333334,0.0,0.0,-0.12002388619441708,0.07484971873930935,4.117251424963442,0.00042018602965152876,7.5264351127057925,7.526855298735444
28,0.1125,0.0,0.0,-0.11967627233660603,0.09166000150334974,3.9516843017759484,0.0006301166906695557,7.52592412033481,7.52655423702548
29,0.11666666666666667,0.0,0.0,-0.11926005284855583,0.10745313210649032,3.6290183877315307,0.0008659631699621147,7.525312277687377,7.526178240857338
30,0.12083333333333333,0.0,0.0,-0.11878082956905195,0.12160079272181046,3.161858707622134,0.0011090064592929533,7.524607819466506,7.525716825925799
31,0.125,0.0,0.0,-0.11824671290920741,0.13354177245852916,2.569811566002844,0.0013375053743524183,7.5238226679765345,7.525160173350887
32,0.12916666666666665,0.0,0.0,-0.11766798146523087,0.1428089139870048,1.8784163676654586,0.00152957894356108,7.522971932753889,7.5245015116974505
33,0.13333333333333333,0.0,0.0,-0.11705663862598237,0.1490509932292744,1.1177816686239517,0.00166621489369749,7.5220732587801935,7.523739473673891
34,0.1375,0.0,0.0,-0.11642588985498692,0.15204845289576885,0.3209989712933847,0.0017339049020997628,7.52114605808683,7.52287996298893
35,0.14166666666666666,0.0,0.0,-0.1157895681851843,0.1517222410841923,-0.4775806408501282,0.0017264728829707327,7.520210665232221,7.521937138115192
36,0.14583333333333334,0.0,0.0,-0.11516153784595198,0.14813537551088662,-1.244114834336596,0.001645806710831354,7.519287460633549,7.520933267344381
37,0.15,0.0,0.0,-0.11455510672259357,0.14148724268734814,-1.9469889209618785,0.0015013979882451411,7.518396006882212,7.519897404870457
38,0.15416666666666667,0.0,0.0,-0.11398247749022408,0.13210102876718421,-2.558393760716804,0.0013088011351011324,7.517554241910629,7.51886304304573
39,0.15833333333333333,0.0,0.0,-0.11345426481620037,0.1204050440511728,-3.0556789029686726,0.0010873030974723648,7.516777769279814,7.517865072377287
40,0.1625,0.0,0.0,-0.11297910212313098,0.10690902643327338,-3.4224095536230514,0.000857215494968276,7.516079280121002,7.516936495615971
41,0.16666666666666666,0.0,0.0,-0.11256335626258976,0.09217677265834778,-3.649072258341235,0.0006372418063281549,7.5154681337060065,7.516105375512335
42,0.17083333333333334,0.0,0.0,-0.11221096235097808,0.07679663546437676,-3.7333935947648555,0.0004423292413986278,7.514950114655937,7.515392443897335
43,0.175,0.0,0.0,-0.11192338430038662,0.06135152871939997,-3.680257642824003,0.00028230075571555196,7.514527374921568,7.5148096756772835
44,0.17916666666666667,0.0,0.0,-0.11169969961164974,0.0463900953065971,-3.5012303953213753,0.00016140307069163718,7.514198558429125,7.514359961499816
45,0.18333333333333332,0.0,0.0,-0.11153680017283164,0.032400612495416814,-3.2137213540451626,7.8734976755862e-05,7.513959096254062,7.5140378312308185
46,0.1875,0.0,0.0,-0.11142969450752127,0.019789040722294482,-2.839833097053557,2.9370459953147196e-05,7.513801650926056,7.513831021386009
47,0.19166666666666665,0.0,0.0,-0.11137189150014586,0.008862372958465814,-2.404967429584204,5.890624084120958e-06,7.5137166805052145,7.513722571129299
48,0.19583333333333333,0.0,0.0,-0.11135584139953406,-0.00018187335182717757,-1.936270799356432,2.4808437078639236e-09,7.513693086857315,7.513693089338159
49,0.2,0.0,0.0,-0.11137340711141108,-0.0072595439970102316,-1.4610111103314338,3.9525734283395465e-06,7.513718908453774,7.513722861027203
50,0.20416666666666666,0.0,0.0,-0.11141633759950914,-0.012397030246200091,-1.004982289279699,1.1526476919389993e-05,7.5137820162712785,7.513793542748198
51,0.20833333333333334,0.0,0.0,-0.11147671569679608,-0.015722059203428507,-0.5910316101899404,1.8538735919708325e-05,7.51387077207429,7.513889310810209
52,0.2125,0.0,0.0,-0.11154735475953771,-0.017448787209924377,-0.2377978329280772,2.283451313229154e-05,7.51397461149652,7.513997446009652
53,0.21666666666666667,0.0,0.0,-0.11162212225687879,-0.017858232598774726,0.04126404627990965,2.3918735366395524e-05,7.514084519717612,7.514108438452978
54,0.22083333333333333,0.0,0.0,-0.1116961733645275,-0.017275364579976138,0.23851260274341257,2.238286660283206e-05,7.514193374845855,7.514215757712458
55,0.225,0.0,0.0,-0.11176608362837859,-0.016044366852784875,0.3523663063083937,1.9306628078005652e-05,7.514296142933716,7.514315449561794
56,0.22916666666666666,0.0,0.0,-0.11182987642163404,-0.014503704166485276,0.38715178311541365,1.5776807591169177e-05,7.514389918339802,7.514405695147393
57,0.23333333333333334,0.0,0.0,-0.11188694782976596,-0.012962629084549704,0.35256425621366105,1.2602231458771041e-05,7.514473813309755,7.514486415541214
58,0.2375,0.0,0.0,-0.11193789833067196,-0.011680672056992303,0.26277511701389145,1.023285747772506e-05,7.514548710546087,7.514558943403565
59,0.24166666666666667,0.0,0.0,-0.11198428676357423,-0.010851464130289812,0.13524468780330423,8.831570532822482e-06,7.514616901542453,7.514625733112986
60,0.24583333333333332,0.0,0.0,-0.11202832719842437,-0.010591957943926755,-0.010681718349037084,8.414217981443482e-06,7.514681640981683,7.514690055199664
61,0.25,0.0,0.0,-0.11207255307977362,-0.010937754612672657,-0.15530068264899555,8.972585697528147e-06,7.514746653027267,7.514755625612964
62,0.25416666666666665,0.0,0.0,-0.11211947515352998,-0.011844832323893995,-0.28009661873724667,1.0522503958587301e-05,7.514815628475689,7.514826150979648
63,0.2583333333333333,0.0,0.0,-0.11217126001580607,-0.013197531723696532,-0.36919909316797117,1.3063113269848225e-05,7.514891752223234,7.514904815336505
64,0.2625,0.0,0.0,-0.11222945458456078,-0.014822210924386736,-0.41064692316332696,1.6477345251525714e-05,7.514977298239304,7.514993775584556
65,0.26666666666666666,0.0,0.0,-0.11229477844017596,-0.01650556795960989,-0.39736445374378704,2.0432533025197544e-05,7.515073324307059,7.515093756840084
66,0.2708333333333333,0.0,0.0,-0.1123670009842242,-0.01801626898912223,-0.32777204042213626,2.4343946121630548e-05,7.515179491446809,7.515203835392931
67,0.275,0.0,0.0,-0.11244491401508531,-0.01912824252854939,-0.20597525850289955,2.744172466732541e-05,7.515294023602175,7.515321465326843
68,0.2791666666666667,0.0,0.0,-0.11252640300529544,-0.01964382551882582,-0.041504576829787254,2.8940991076055432e-05,7.515413812417784,7.51544275340886
69,0.2833333333333333,0.0,0.0,-0.11260861256107553,-0.019414892695845398,0.15139233186038936,2.827035437933932e-05,7.51553466046478,7.51556293081916
70,0.2875,0.0,0.0,-0.11268819377776082,-0.018360176148312646,0.3548716109553318,2.5282205114780144e-05,7.515651644853308,7.515676927058423
71,0.2916666666666667,0.0,0.0,-0.11276161402897814,-0.01647718896395811,0.5489622375348446,2.0362331711548724e-05,7.515759572622597,7.515779934954309
72,0.29583333333333334,0.0,0.0,-0.1128255036857938,-0.013847498799499092,0.7132890414054849,1.4381491725159658e-05,7.515853490418117,7.515867871909842
73,0.3,0.0,0.0,-0.1128770098523073,-0.01063453882325427,0.8289317471920299,8.482006198747673e-06,7.515929204482891,7.51593768648909
74,0.30416666666666664,0.0,0.0,-0.11291412484265426,-0.00707367133919834,0.8802846451548163,3.752761966124702e-06,7.515983763518701,7.515987516280667
75,0.30833333333333335,0.0,0.0,-0.11293595711346728,-0.0034548028103936756,0.8567722486714224,8.951746844028029e-07,7.5160158569567965,7.516016752131481
76,0.3125,0.0,0.0,-0.1129429148660742,0.007451362129040073,4.378186922256777,4.164209818356946e-06,7.516026084853129,7.516030249062948
77,0.31666666666666665,0.0,0.0,-0.11287386242905861,0.03716419344598043,9.883972109874595,0.00010358829558676912,7.515924577770716,7.516028166066302
78,0.3208333333333333,0.0,0.0,-0.11263321325402437,0.07834741057045791,9.883972109874595,0.00046037375573219246,7.515570823483415,7.516031197239148
79,0.325,0.0,0.0,-0.11222096734097146,0.11953062769493539,9.883972109874595,0.0010715678217858942,7.514964821991228,7.516036389813014
80,0.32916666666666666,0.0,0.0,-0.1116371246898999,0.16071384481941287,9.883972109874595,0.001937170493747874,7.5141065732941525,7.5160437437879
81,0.3333333333333333,0.0,0.0,-0.11088168530080969,0.20189706194389034,9.883972109874595,0.003057181771618132,7.51299607739219,7.516053259163808
82,0.3375,0.0,0.0,-0.10995464917370082,0.24308027906836782,9.883972109874595,0.004431601655396668,7.51163333428534,7.5160649359407365
83,0.3416666666666667,0.0,0.0,-0.10885601630857329,0.2842634961928453,9.883972109874595,0.006060430145083483,7.510018343973602,7.516078774118686
84,0.3458333333333333,0.0,0.0,-0.10758578670542711,0.3254467133173228,9.883972109874595,0.007943667240678576,7.508151106456977,7.516094773697656
85,0.35,0.0,0.0,-0.10614396036426227,0.36662993044180026,9.883972109874595,0.010081312942181947,7.506031621735465,7.516112934677647
86,0.3541666666666667,0.0,0.0,-0.10453053728507877,0.40781314756627773,9.883972109874595,0.012473367249593595,7.503659889809065,7.516133257058659
87,0.35833333333333334,0.0,0.0,-0.10274551746787662,0.4489963646907552,9.883972109874595,0.015119830162913524,7.501035910677778,7.516155740840692
88,0.3625,0.0,0.0,-0.10078890091265581,0.4901795818152327,9.883972109874595,0.01802070168214173,7.498159684341604,7.516180386023746
89,0.36666666666666664,0.0,0.0,-0.09866068761941635,0.5313627989397102,9.883972109874595,0.021175981807278213,7.4950312108005415,7.51620719260782
90,0.37083333333333335,0.0,0.0,-0.09636087758815823,0.5725460160641876,9.883972109874595,0.024585670538322977,7.491650490054592,7.516236160592915
91,0.375,0.0,0.0,-0.09388947081888145,0.6137292331886651,9.883972109874595,0.028249767875276017,7.488017522103755,7.516267289979031
92,0.37916666666666665,0.0,0.0,-0.09124646731158602,0.6549124503131426,9.883972109874595,0.03216827381813733,7.484132306948031,7.516300580766169
93,0.3833333333333333,0.0,0.0,-0.08843186706627193,0.6960956674376201,9.883972109874595,0.03634118836690693,7.479994844587419,7.516336032954326
94,0.3875,0.0,0.0,-0.08544567008293918,0.7372788845620976,9.883972109874595,0.0407685115215848,7.475605135021921,7.516373646543506
95,0.39166666666666666,0.0,0.0,-0.08228787636158778,0.778462101686575,9.883972109874595,0.04545024328217096,7.470963178251534,7.516413421533705
96,0.3958333333333333,0.0,0.0,-0.07895848590221773,0.8196453188110525,9.883972109874595,0.0503863836486654,7.46606897427626,7.516455357924925
97,0.4,0.0,0.0,-0.07545749870482901,0.86082853593553,9.883972109874595,0.0555769326210681,7.460922523096098,7.516499455717166
98,0.4041666666666667,0.0,0.0,-0.07178491476942164,0.9020117530600075,9.883972109874595,0.06102189019937909,7.455523824711049,7.516545714910428
99,0.4083333333333333,0.0,0.0,-0.06794073409599562,0.943194970184485,9.883972109874595,0.06672125638359835,7.449872879121113,7.516594135504711
100,0.4125,0.0,0.0,-0.06392495668455093,0.9843781873089633,9.883972109874595,0.07267503117372603,7.443969686326289,7.516644717500015
101,0.4166666666666667,0.0,0.0,-0.05973758253508759,1.0255614044334425,9.883972109874595,0.07888321456976212,7.437814246326578,7.51669746089634
102,0.42083333333333334,0.0,0.0,-0.05537861164760558,1.06674462155792,9.883972109874195,0.08534580657170623,7.43140655912198,7.516752365693686
103,0.425,0.0,0.0,-0.050848044022104924,1.1079278386823956,9.883972109874195,0.09206280717955834,7.424746624712494,7.516809431892052
104,0.42916666666666664,0.0,0.0,-0.04614587965858562,1.1491110558068716,9.883972109874195,0.09903421639331872,7.417834443098121,7.51686865949144
105,0.43333333333333335,0.0,0.0,-0.04127211855704766,1.1902942729313473,9.883972109874195,0.10626003421298734,7.4106700142788595,7.516930048491846
106,0.4375,0.0,0.0,-0.036226760717491056,1.2314774900558232,9.883972109874195,0.11374026063856425,7.403253338254712,7.516993598893276
107,0.44166666666666665,0.0,0.0,-0.031009806139915802,1.272660707180299,9.883972109874195,0.12147489567004938,7.3955844150256755,7.517059310695725
108,0.4458333333333333,0.0,0.0,-0.0256212548243219,1.3138439243047748,9.883972109874195,0.1294639393074428,7.387663244591753,7.517127183899196
109,0.45,0.0,0.0,-0.020061106770709346,1.3550271414292505,9.883972109874195,0.13770739155074446,7.379489826952942,7.517197218503687
110,0.45416666666666666,0.0,0.0,-0.014329361979078144,1.3962103585537264,9.883972109874195,0.1462052523999544,7.371064162109245,7.517269414509199
111,0.4583333333333333,0.0,0.0,-0.008426020449428293,1.4373935756782021,9.883972109874195,0.15495752185507256,7.362386250060659,7.517343771915732
112,0.46249999999999997,0.0,0.0,-0.002351082181759793,1.4785767928026776,9.883972109874195,0.16396419991609892,7.353456090807186,7.517420290723285
113,0.4666666666666667,0.0,0.0,0.003895452823927355,1.5197600099271533,9.883972109874245,0.17322528658303357,7.344273684348827,7.51749897093186
114,0.4708333333333333,0.0,0.0,0.010313584567633153,1.5609432270516297,9.883972109874245,0.18274078185587667,7.334839030685579,7.517579812541456
115,0.475,0.0,5.0,0.0169033130493576,1.6021264441761054,9.883972109874195,0.19251068573462785,7.325152129817444,7.517662815552072
116,0.4791666666666667,0.0,7.0,0.0236646382691007,2.0283975659229236,194.7261663285986,0.3085797514081531,7.315212981744422,7.623792733152575
117,0.48333333333333334,1.0,10.0,0.0338066260987153,2.4340770791074973,194.72616632859652,0.4443548420277364,7.300304259634888,7.744659101662624
118,0.4875,0.0,11.0,0.0371872887085868,0.8113590263691712,-389.4523326571996,0.0493727602253047,7.295334685598377,7.344707445823682
119,0.49166666666666664,0.0,13.0,0.0439486139283299,1.6227180527383316,194.72616632859788,0.1974910409012162,7.285395537525355,7.482886578426571
120,0.49583333333333335,0.0,15.0,0.050709939148073,1.6227180527383425,2.6112445539183775e-12,0.1974910409012188,7.275456389452332,7.472947430353551
121,0.5,1.0,17.0,0.057471264367816,1.6227180527383316,-2.6112445539183597e-12,0.1974910409012162,7.26551724137931,7.463008282280526
122,0.5041666666666667,0.0,20.0,0.0676132521974307,2.4340770791075137,194.7261663286044,0.4443548420277424,7.250608519269777,7.694963361297519
123,0.5083333333333333,0.0,23.0,0.0777552400270453,2.4340770791074973,-3.943512183468544e-12,0.4443548420277364,7.235699797160244,7.68005463918798
124,0.5125,1.0,24.0,0.0811359026369168,0.8113590263691712,-389.4523326571996,0.0493727602253047,7.230730223123732,7.280102983349037
125,0.5166666666666666,1.0,28.0,0.0946585530764029,3.245436105476642,584.1784989857872,0.7899641636048544,7.210851926977687,8.000816090582543
126,0.5208333333333334,1.0,31.0,0.1048005409060175,2.4340770791075137,-194.72616632859143,0.4443548420277424,7.195943204868154,7.640298046895896
127,0.525,1.0,33.0,0.1115618661257606,1.6227180527383425,-194.72616632860175,0.1974910409012188,7.186004056795132,7.3834950976963505
