帧号(Frame),时间(s)(Time),像素位移X(PixelX),像素位移Y(PixelY),物理位移y(m)(PhysicalY),瞬时速度v(m/s)(Velocity),加速度a(m/s^2)(Acceleration),瞬时动能Ek(J),瞬时势能Ep(J),机械能E(J)
1,0.0,0.0,0.0,0.005726016658181919,0.005944181416897218,1.8178878844323898,2.649996953773966e-06,7.341582755512472,7.341585405509425
2,0.004166666666666667,0.0,0.0,0.005750784080752324,0.00973144784279803,1.8178878844323898,7.102580783782382e-06,7.341546347401294,7.341553449982078
3,0.008333333333333333,0.0,0.0,0.005807112056871903,0.015015432571495839,0.7184247853425585,1.690974114818536e-05,7.341463545276398,7.341480455017546
4,0.0125,0.0,0.0,0.0058759126855147895,0.01573573409577523,-0.37268005368845114,1.857099956497073e-05,7.341362408352293,7.341380979351857
5,0.016666666666666666,0.0,0.0,0.005938243174336696,0.012052883370824441,-1.3950882942879272,1.0895399816302224e-05,7.341270782533725,7.341281677933541
6,0.020833333333333332,0.0,0.0,0.00597635338027166,0.004370294135643098,-2.2925545385991177,1.4324603124027337e-06,7.341214760531001,7.341216192991313
7,0.025,0.0,0.0,0.005974662292133722,-0.006688564023684361,-3.015697377878063,3.355266652419355e-06,7.341217246430563,7.3412206016972155
8,0.029166666666666667,0.0,0.0,0.005920615346740957,-0.020313804874198954,-3.524418230368942,3.0948800135027187e-05,7.34129669544029,7.341327644240425
9,0.03333333333333333,0.0,0.0,0.005805380584848731,-0.035551865368995995,-3.789850807133638,9.479513484114125e-05,7.341466090540272,7.341560885675113
10,0.0375,0.0,0.0,0.0056243498019993236,-0.051355194714166746,-3.7957472785483226,0.0001978017018097485,7.341732205791061,7.341930007492871
11,0.041666666666666664,0.0,0.0,0.005377420628897341,-0.06663640788123118,-3.5392350416426024,0.00033303081414853564,7.34209519167552,7.342428222489669
12,0.04583333333333333,0.0,0.0,0.005069046402989064,-0.08032420807469694,-3.0309090512209647,0.00048389838021204064,7.342548501787606,7.343032400167818
13,0.05,0.0,0.0,0.004708052228274867,-0.09141830496290408,-2.2942574551184647,0.0006267979861717899,7.343079163224435,7.343705961210607
14,0.05416666666666667,0.0,0.0,0.004307227194964863,-0.09904061456826004,-1.3644511554523897,0.0007356782500543981,7.343668376023401,7.344404054273455
15,0.058333333333333334,0.0,0.0,0.0038827137735393666,-0.1024802196468487,-0.28655928227017124,0.0007876646564149765,7.344292410752897,7.345080075409312
16,0.0625,0.0,0.0,0.0034532253645744573,-0.10122988661146436,0.8867191392546547,0.0007685617457527448,7.344923758714075,7.345692320459828
17,0.06666666666666667,0.0,0.0,0.003039131385110497,-0.0950123608448622,2.0976932287143812,0.0006770511534985727,7.345532476863887,7.346209528017386
18,0.07083333333333333,0.0,0.0,0.0026614556908672723,-0.08379517547740228,3.286555747666381,0.0005266223574966481,7.346087660134425,7.346614282491922
19,0.075,0.0,0.0,0.0023408382561321446,-0.06779328384368917,4.394352236515914,0.0003446947000733255,7.346558967763485,7.346903662463559
20,0.07916666666666666,0.0,0.0,0.0020965116588365293,-0.047459434225787106,5.365895580077074,0.00016892984227738595,7.34691812786151,7.347087057703788
