帧号(Frame),时间(s)(Time),像素位移X(PixelX),像素位移Y(PixelY),物理位移y(m)(PhysicalY),瞬时速度v(m/s)(Velocity),加速度a(m/s^2)(Acceleration),瞬时动能Ek(J),瞬时势能Ep(J),机械能E(J)
1,0.0,0.0,0.0,-0.021781810059591285,-0.02841835439138546,-2.2898593870775086,6.0570214973578284e-05,7.382019260787599,7.382079831002573
2,0.004166666666666667,0.0,0.0,-0.02190021986955539,-0.03318889478113027,-2.2898593870775086,8.26127052594702e-05,7.382193323208246,7.382275935913506
3,0.008333333333333333,0.0,0.0,-0.02205838418276737,-0.04218347738660547,-2.027540263550587,0.00013345843233196912,7.382425824748668,7.382559283181
4,0.0125,0.0,0.0,-0.022251748847777104,-0.04993641489828851,-1.6938697420572746,0.0001870234149670508,7.382710070806232,7.3828970942211996
5,0.016666666666666666,0.0,0.0,-0.022474520973586442,-0.056178970750415114,-1.3025570669634945,0.00023670575659319977,7.383037545831172,7.383274251587765
6,0.020833333333333332,0.0,0.0,-0.022719906937363896,-0.06070310918662156,-0.8690293824155981,0.00027636505986921737,7.3833982631979245,7.383674628257793
7,0.025,0.0,0.0,-0.022980380216808288,-0.06336744988733087,-0.40985415392487123,0.00030115752789175416,7.3837811589187075,7.384082316446599
8,0.029166666666666667,0.0,0.0,-0.02324796901975832,-0.06410074439410413,0.05787279067370754,0.0003081679073908703,7.384174514459044,7.384482682366435
9,0.03333333333333333,0.0,0.0,-0.023514553086759156,-0.06290277750861675,0.5171513143602313,0.0002967569563723906,7.384566393037535,7.384863149993908
10,0.0375,0.0,0.0,-0.023772158832330127,-0.059842690570700574,0.9516904158395345,0.00026858607110554617,7.384945073483525,7.385213659554631
11,0.041666666666666664,0.0,0.0,-0.024013242174848327,-0.055054817268661155,1.3464887691393868,0.00022732746783642527,7.385299465997027,7.385526793464863
12,0.04583333333333333,0.0,0.0,-0.024230948976235636,-0.04873221300300851,1.6883612783738844,0.00017811214381279435,7.385619494995066,7.385797607138879
13,0.05,0.0,0.0,-0.0244193439498734,-0.04111814250678761,1.9663925598121468,0.00012680262324063705,7.3858964356063135,7.386023238229554
14,0.05416666666666667,0.0,0.0,-0.0245736001637922,-0.03249586433418078,2.172300963039131,7.919858991191119e-05,7.386123192240774,7.386202390830686
15,0.058333333333333334,0.0,0.0,-0.024690142819324905,-0.0231771122077723,2.3007000576369396,4.028838977187508e-05,7.386294509944407,7.386334798334179
16,0.0625,0.0,0.0,-0.024766742765523635,-0.013489719742731388,2.349248325582698,1.3647940405307774e-05,7.386407111865319,7.386420759805724
