帧号(Frame),时间(s)(Time),像素位移X(PixelX),像素位移Y(PixelY),物理位移y(m)(PhysicalY),瞬时速度v(m/s)(Velocity),加速度a(m/s^2)(Acceleration),瞬时动能Ek(J),瞬时势能Ep(J),机械能E(J)
47,0.19583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,7.35,7.35
48,0.2,0.0,0.0,0.0,0.0,0.0,0.0,7.35,7.35
49,0.20416666666666666,0.0,1.0,0.0033806626098715348,0.8113590263691712,194.72616632860178,0.049372760225304714,7.345030425963488,7.394403186188793
50,0.20833333333333334,0.0,2.0,0.0067613252197430695,0.8113590263691658,-1.30562227695918e-12,0.04937276022530405,7.340060851926978,7.389433612152282
51,0.2125,-1.0,2.5,0.008451656524678837,0.4056795131845856,-97.36308316429958,0.012343190056326179,7.337576064908721,7.349919254965047
52,0.21666666666666667,0.0,4.0,0.013522650439486139,1.2170385395537486,194.7261663285985,0.1110887105069341,7.330121703853955,7.441210414360889
53,0.22083333333333333,0.0,5.5,0.01859364435429344,1.2170385395537568,1.971756091734285e-12,0.1110887105069356,7.322667342799188,7.433756053306124
54,0.225,2.0,8.0,0.027045300878972278,2.0283975659229148,194.7261663285973,0.3085797514081504,7.31024340770791,7.618823159116061
55,0.22916666666666666,1.0,9.0,0.030425963488843813,0.8113590263691712,-292.0892494928995,0.049372760225304714,7.3052738336714,7.354646593896705
56,0.23333333333333334,2.0,9.0,0.030425963488843813,0.0,-194.7261663286005,0.0,7.3052738336714,7.3052738336714
57,0.2375,0.0,13.0,0.04394861392832995,3.245436105476685,778.9046653144071,0.7899641636048754,7.285395537525355,8.07535970113023
58,0.24166666666666667,1.5,14.5,0.049019607843137254,1.2170385395537486,-486.81541582150317,0.1110887105069341,7.277941176470589,7.389029886977522
59,0.24583333333333332,0.0,16.5,0.055780933062880324,1.6227180527383425,97.36308316430286,0.19749104090121886,7.268002028397565,7.465493069298784
60,0.25,0.0,17.0,0.05747126436781609,0.4056795131845829,-292.0892494929014,0.012343190056326012,7.26551724137931,7.277860431435636
61,0.25416666666666665,0.0,19.5,0.06592292089249492,2.0283975659229263,389.4523326572038,0.30857975140815386,7.253093306288032,7.561673057696186
62,0.25833333333333336,0.0,20.5,0.06930358350236646,0.8113590263691605,-292.08924949290093,0.0493727602253034,7.248123732251521,7.297496492476824
63,0.2625,0.0,23.5,0.07944557133198106,2.4340770791075137,389.4523326572061,0.4443548420277424,7.233215010141987,7.6775698521697295
64,0.26666666666666666,0.0,25.0,0.08451656524678837,1.2170385395537584,-292.0892494929023,0.11108871050693589,7.225760649087221,7.336849359594156
65,0.2708333333333333,0.0,24.5,0.0828262339418526,-0.4056795131845873,-389.4523326572043,0.012343190056326279,7.228245436105476,7.240588626161803
66,0.275,0.0,27.0,0.09127789046653144,2.0283975659229028,584.178498985792,0.30857975140814675,7.215821501014199,7.524401252422345
67,0.2791666666666667,0.0,28.5,0.09634888438133873,1.217038539553755,-194.72616632859615,0.11108871050693528,7.208367139959432,7.319455850466367
68,0.2833333333333333,-1.0,29.5,0.09972954699121027,0.8113590263691712,-97.36308316430046,0.049372760225304714,7.203397565922921,7.252770326148226
69,0.2875,0.0,32.5,0.10987153482082487,2.4340770791075137,389.45233265720356,0.4443548420277424,7.188488843813387,7.632843685841129
70,0.2916666666666667,0.0,36.5,0.12339418526031101,3.245436105476642,194.72616632858885,0.7899641636048544,7.168610547667342,7.958574711272196
71,0.29583333333333334,-1.0,37.5,0.12677484787018256,0.8113590263691746,-584.1784989857942,0.049372760225305116,7.163640973630832,7.213013733856137
72,0.3,-1.0,38.5,0.13015551048005408,0.8113590263691679,-1.598721155460231e-12,0.049372760225304305,7.15867139959432,7.208044159819624
73,0.30416666666666664,-1.0,39.5,0.13353617308992563,0.8113590263691746,1.598721155460231e-12,0.049372760225305116,7.153701825557809,7.2030745857831135
74,0.30833333333333335,-1.0,40.5,0.13691683569979715,0.8113590263691571,-4.183320356787549e-12,0.04937276022530299,7.148732251521299,7.198105011746602
75,0.3125,-2.0,40.5,0.13691683569979715,0.0,-194.7261663285984,0.0,7.148732251521299,7.148732251521299
76,0.31666666666666665,0.0,48.5,0.16396213657876943,6.49087221095337,1557.8093306288142,3.1598566544195017,7.108975659229209,10.26883231364871
77,0.32083333333333336,0.0,50.5,0.1707234617985125,1.622718052738321,-1168.3569979716003,0.1974910409012136,7.099036511156186,7.296527552057399
78,0.325,0.0,53.5,0.18086544962812712,2.434077079107517,194.7261663286077,0.44435484202774356,7.0841277890466525,7.528482631074396
